title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access
StaTDS library: Statistical tests for Data Science,Luna C.,Neurocomputing,2024-08-28,SCOPUS_ID:85193936109,1,True
Data Science for Integrated Dynamic Structural Biology—the 21st IUPAB Congress session summary commentary,Tama F.,Biophysical Reviews,2024-01-01,SCOPUS_ID:85202935834,1,False
Optimization of Agriculture Using Data Science and Machine Learning,Josephin Shermila P.,"Proceedings of International Conference on Circuit Power and Computing Technologies, ICCPCT 2024",2024-01-01,SCOPUS_ID:85205572322,0,False
A novel influence quantification model on Instagram using data science approach for targeted business advertising and better digital marketing outcomes,Kumar S.,Social Network Analysis and Mining,2024-12-01,SCOPUS_ID:85188921650,1,False
Internet of things and data science methods for enhanced data processing,Zheng P.,Advances in Computers,2024-01-01,SCOPUS_ID:85183010227,0,False
"Proceedings of the 2024 International Conference on Information Technology, Data Science, and Optimization, I-DO 2024",,ACM International Conference Proceeding Series,2024-05-22,SCOPUS_ID:85198745034,0,False
Two-phase data science framework for compensation of the friction force in CNC machines,Cheng Y.H.,International Journal of Computer Integrated Manufacturing,2024-01-01,SCOPUS_ID:85194554948,0,False
Teaching Communication in Context: Rhetorical Moves in Data Science Reports,Hutchison A.,IEEE International Professional Communication Conference,2024-01-01,SCOPUS_ID:85201256777,0,False
Preparing K-12 Students to Meet their Data: Analyzing the Tools and Environments used in Introductory Data Science Contexts,Israel-Fishelson R.,ACM International Conference Proceeding Series,2023-06-23,SCOPUS_ID:85163735277,0,True
A Review of and Roadmap for Data Science and Machine Learning for the Neuropsychiatric Phenotype of Autism,Washington P.,Annual Review of Biomedical Data Science,2023-08-10,SCOPUS_ID:85165693212,21,True
"Fundamentals and Applications Related to Data Science, Machine Learning, and Statistical Processing",Nomura Y.,"Zairyo/Journal of the Society of Materials Science, Japan",2024-08-01,SCOPUS_ID:85201580090,0,True
Data Science in Healthcare Monitoring Under Covid-19 Detection by Extended Hybrid Leader-Based Compressed Neural Network,Thandu A.L.,New Generation Computing,2023-09-01,SCOPUS_ID:85162240316,1,False
Anthropological thinking in data science education: Thinking within context,Binah-Pollak A.,Education and Information Technologies,2024-08-01,SCOPUS_ID:85181488422,1,False
"An exploratory study on Indian traditional hospitality ""atithi Devo Bhawah"" in Uttarakhand's rural areas post-pandemic using data science",Bhatt S.,AIP Conference Proceedings,2024-03-22,SCOPUS_ID:85189320302,0,True
"Expensive but Worth It: Live Projects in Statistics, Data Science, and Analytics Courses",Ritter C.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85201816127,0,True
Introduction to Environmental Data Science,Davis J.D.,Introduction to Environmental Data Science,2023-03-02,SCOPUS_ID:85164848248,4,False
What is uncertainty in today's practice of data science?,Yu B.,Journal of Econometrics,2023-11-01,SCOPUS_ID:85170287082,0,False
Data Science Methods and Tools for Industry 4.0: A Systematic Literature Review and Taxonomy,Arruda H.M.,Sensors,2023-06-01,SCOPUS_ID:85161564305,8,True
Python for data science,Muddana A.L.,Python for Data Science,2024-04-18,SCOPUS_ID:85204755933,0,False
AgriAI: Revolutionizing Agriculture with Data Science,Raut N.B.,"Proceedings of the 2nd IEEE International Conference on Networking and Communications 2024, ICNWC 2024",2024-01-01,SCOPUS_ID:85195420840,0,False
Data science in the employee recruitment process,Farinha J.,Complex AI Dynamics and Interactions in Management,2024-02-19,SCOPUS_ID:85190863202,0,False
P2D: A Transpiler Framework for Optimizing Data Science Pipelines,Grigorov Y.,"Proceedings of the 7th Workshop on Data Management for End-To-End Machine Learning, DEEM 2023",2023-06-18,SCOPUS_ID:85168344646,0,False
"Editorial for the Special Issue “Data Science and Big Data in Biology, Physical Science and Engineering”",Mahmoud M.,Technologies,2024-01-01,SCOPUS_ID:85183421520,1,True
TASK SCHEDULING IN CLOUD COMPUTING: PRIORITY-BASED ALGORITHMS AND FUTURE DIRECTIONS IN DATA SCIENCE,Bashaireh R.A.L.,Journal of Theoretical and Applied Information Technology,2023-08-15,SCOPUS_ID:85172677685,0,False
Analyzing the Social Media Activities of Users Using Machine Learning and Graph Data Science,Kaur P.,"Machine Learning in Healthcare and Security: Advances, Obstacles, and Solutions",2024-01-01,SCOPUS_ID:85180837415,0,False
Health Data Sciences and Cardiovascular Disease in Africa: Needs and the Way Forward,Inam M.,Current Atherosclerosis Reports,2024-11-01,SCOPUS_ID:85203295182,0,False
A Review of the Use of Investigative Projects in Statistics and Data Science Courses,Davidson A.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85172772239,0,True
INDONESIAN COLORECTAL CANCER CONSORTIUM DATA SCIENCE SYSTEM,Pardamean B.,Communications in Mathematical Biology and Neuroscience,2024-01-01,SCOPUS_ID:85188341621,0,True
"Dementia with Lewy Bodies: Genomics, Transcriptomics, and Its Future with Data Science",Goddard T.R.,Cells,2024-02-01,SCOPUS_ID:85184705433,1,True
When cryptography stops data science: Strategies for resolving the conflicts between data scientists and cryptographers,Saeed B.F.,Data Science and Management,2024-09-01,SCOPUS_ID:85201699967,0,True
Improving machine-learned surface NO<inf>2</inf> concentration mapping models with domain knowledge from data science perspective,Hu M.,Atmospheric Environment,2024-04-01,SCOPUS_ID:85184604340,1,False
An Environmental Data Science Solution for Data Analytics Exploration of Traffic Interaction on Air Quality,Avagyan G.,"Proceedings - 2024 IEEE 48th Annual Computers, Software, and Applications Conference, COMPSAC 2024",2024-01-01,SCOPUS_ID:85204040956,0,False
rDSA : an intelligent tool for data science assignments,Vittorini P.,Multimedia Tools and Applications,2023-04-01,SCOPUS_ID:85141461382,2,True
Data Science for Photonics and Biophotonics,,Proceedings of SPIE - The International Society for Optical Engineering,2024-01-01,SCOPUS_ID:85200227513,0,False
Interviews of Notable Statistics and Data Science Educators,Horton N.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85181251741,0,True
The role of data science and data analytics for innovation: a literature review,Natividade Joergensen P.,Journal of Business Analytics,2024-01-01,SCOPUS_ID:85196367081,0,True
Data science education in undergraduate physics: Lessons learned from a community of practice,Shah K.,American Journal of Physics,2024-09-01,SCOPUS_ID:85202654819,0,False
PREFACE: DATA SCIENCE EDUCATION,Topaz C.M.,Foundations of Data Science,2023-06-01,SCOPUS_ID:85152432183,0,True
Welcome to a New Era of the Data Science and Engineering Journal (DSE),Cui B.,Data Science and Engineering,2024-03-01,SCOPUS_ID:85185916159,0,True
"4th Annual International Conference on Data Science, Machine Learning and Blockchain Technology, AICDMB 2023",,"Recent Trends in Computational Sciences - Proceedings of the 4th Annual International Conference on Data Science, Machine Learning and Blockchain Technology, AICDMB 2023",2024-01-01,SCOPUS_ID:85185797643,0,False
From the lab to a career in data science,Schubert T.,Nature Reviews Psychology,2024-02-01,SCOPUS_ID:85183673813,0,False
Editorial — Emerging trends in data science and business analytics models and applications,Broere M.,Decision Analytics Journal,2024-06-01,SCOPUS_ID:85194323585,0,True
Beyond Large Language Models: Rediscovering the Role of Classical Statistics in Modern Data Science,Gutierrez I.,IEEE International Conference on Fuzzy Systems,2024-01-01,SCOPUS_ID:85201524883,0,False
Unveiling the Hidden Influence of Defects via Experiment and Data Science,Sambur J.,Chemistry of Materials,2023-09-26,SCOPUS_ID:85175805850,3,True
Unveiling the metaverse: A deep dive into the influence of artificial intelligence and data science,Asrifan A.,Impact and Potential of Machine Learning in the Metaverse,2024-08-09,SCOPUS_ID:85203485975,0,False
Time to Upgrade Our Tools: Integrating Urban Data Science into Economic Development Research and Curriculum,Fang L.,Journal of Planning Education and Research,2024-09-01,SCOPUS_ID:85141024563,1,False
Integration of Data Science and Artificial Intelligence for Effective Online Supply Chain Recommendation System,Amin R.,"Proceedings - 2nd International Conference on Advancement in Computation and Computer Technologies, InCACCT 2024",2024-01-01,SCOPUS_ID:85196615463,0,False
Data Science Meets Mineral Analysis: An Innovative Laser-Induced Breakdown Spectroscopy Experiment for Undergraduate Chemistry Students,Rainey M.A.,Journal of Chemical Education,2024-07-09,SCOPUS_ID:85195299069,0,True
The Development of Educational Competences for Romanian Students in the Context of the Evolution of Data Science and Artificial Intelligence.,Grădinaru G.I.,Amfiteatru Economic,2024-01-01,SCOPUS_ID:85190106394,0,False
Leveraging Data Science to Advance Implementation Science: The Case of School Mental Health,Carlson C.,Journal of School Health,2023-11-01,SCOPUS_ID:85168101560,0,False
Enhancing Customer Experience through AI-Powered Personalization: A Data Science Perspective in E-Commerce,Thakur H.K.,"Proceedings of International Conference on Communication, Computer Sciences and Engineering, IC3SE 2024",2024-01-01,SCOPUS_ID:85200667969,0,False
Community-Engaged Data Science (CEDS): A Case Study of Working with Communities to Use Data to Inform Change,Olvera R.G.,Journal of Community Health,2024-12-01,SCOPUS_ID:85197920296,0,True
Building a successful data science ecosystem using public cloud,Haque M.M.,Handbook of Big Data Research Methods,2023-06-20,SCOPUS_ID:85165134881,0,False
"Data Science for Advancing Environmental Science, Engineering, and Technology",Ren Z.J.,Environmental Science and Technology,2023-11-21,SCOPUS_ID:85180414920,1,False
"Advancing Data Science Among the Federal Public Health Workforce: The Data Science Upskilling Program, Centers for Disease Control and Prevention",Bertulfo M.C.P.,Journal of Public Health Management and Practice,2024-03-01,SCOPUS_ID:85183510061,1,False
"4th International Conference on Data Science and Applications, ICDSA 2023",,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85184325062,0,False
"The IPDGC/GP2 Hackathon - an open science event for training in data science, genomics, and collaboration using Parkinson’s disease data",Leonard H.L.,npj Parkinson's Disease,2023-12-01,SCOPUS_ID:85150211681,3,True
COVID-19 Detection and Pandemic Prevention System Using Data Science,Negi A.S.,Convergence of Blockchain and Internet of Things in Healthcare,2024-01-01,SCOPUS_ID:85191425989,1,False
"Information and data sciences: Context, units of analysis, meaning, and human impact",Marchionini G.,Data and Information Management,2023-04-01,SCOPUS_ID:85149756510,2,True
Broadening participation: The data science academy for k-12,Sharma T.,SIGCSE 2023 - Proceedings of the 54th ACM Technical Symposium on Computer Science Education,2023-03-06,SCOPUS_ID:85149781492,0,True
A Family of Instruments to Measure Data Science Attitudes,Kerby-Helm A.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189178762,0,False
Big data—Science fiction or clinically relevant?,Crowson M.G.,Big Data in Otolaryngology,2024-01-01,SCOPUS_ID:85204852598,0,False
Equip public managers with data analytics skills: a proposal for the new generation of MPA/MPP programs with data science track,Ho K.K.W.,Library Hi Tech,2024-07-23,SCOPUS_ID:85146189972,5,False
An Evaluation of Impostor Phenomenon in Data Science Students,Duncan L.,International Journal of Environmental Research and Public Health,2023-03-01,SCOPUS_ID:85149765982,3,True
Social determinants of health: the need for data science methods and capacity,Chunara R.,The Lancet Digital Health,2024-04-01,SCOPUS_ID:85188251280,2,True
Landscape of High-Performance Python to Develop Data Science and Machine Learning Applications,Castro O.,ACM Computing Surveys,2024-03-31,SCOPUS_ID:85176748342,2,True
Food and supplement safety using data science and ML ensuring quality and compliance,Whig P.,Nutrition Controversies and Advances in Autoimmune Disease,2024-08-09,SCOPUS_ID:85203487743,0,False
Identifying Meaningful Patterns of Internal Medicine Clerkship Grading Distributions: Application of Data Science Techniques Across 135 U.S. Medical Schools,Burk-Rafel J.,Academic Medicine,2023-03-01,SCOPUS_ID:85148678237,4,True
Machine Learning Techniques in Conjunction with Data Science Applications for CR-IoV,Noor M.N.,"Cognitive Radio-Based Internet of Vehicles: Architectures, Applications and Open Issues",2024-01-01,SCOPUS_ID:85207569532,0,False
"Data Science: Key Directions, Problems, and Perspectives",Gorodetsky V.I.,Scientific and Technical Information Processing,2023-12-01,SCOPUS_ID:85187112692,0,False
Data Science in the Civil Engineering Curriculum,Badir A.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172134100,0,False
Prediction of Liver Disease Using Soft Computing and Data Science Approaches,Choubey D.K.,6G Enabled Fog Computing in IoT: Applications and Opportunities,2023-10-01,SCOPUS_ID:85190310656,3,False
